Timepoint,Clock_Time,ID,MODEL,METRIC,VALUE,GROUP,UNITS
EOS,09:45,B-B 21,B-B,Hb,7.8,CBC,mg/dL
EOS,09:45,B-B 21,B-B,HCT,22.9,CBC,mmHg
EOS,09:45,B-B 21,B-B,PLT,206,CBC,10^3/uL
EOS,09:45,B-B 21,B-B,WBC,4.5,CBC,10^3/uL
EOS,09:45,B-B 21,B-B,X._Free_Hb,0,% Free Hb,%
EOS,09:45,B-B 21,B-B,LAC,10.9,ABG,mmol/L
EOS,09:45,B-B 21,B-B,pH,7.404,ABG,value
EOS,09:45,B-B 21,B-B,pCO2,34.4,ABG,mmHg
EOS,09:45,B-B 21,B-B,pO2,96.8,ABG,mmHg
EOS,09:45,B-B 21,B-B,AST,111,CMP,U/L
EOS,09:45,B-B 21,B-B,ALT,69,CMP,U/L
EOS,09:45,B-B 21,B-B,LDH,281,CMP,U/L
EOS,09:45,B-B 21,B-B,CREA,1,CMP,mg/dL
EOS,09:45,B-B 21,B-B,BUN,15.62,CMP,mg/dL
EOS,09:45,B-B 21,B-B,AMY,179,CMP,U/L
EOS,09:45,B-B 21,B-B,TG,140.85,CMP,mg/dL
EOS,09:45,B-B 21,B-B,GLU,351.33,CMP,mg/dL
EOS,09:45,B-B 21,B-B,GGT,2,CMP,U/L
EOS,09:45,B-B 21,B-B,CKHR_time,9.5,TEG 5000,min
EOS,09:45,B-B 21,B-B,CKH_K,1.2,TEG 5000,min
EOS,09:45,B-B 21,B-B,CKH_angle,73,TEG 5000,degree
EOS,09:45,B-B 21,B-B,CKH_MA,67.9,TEG 5000,mm
EOS,09:45,B-B 21,B-B,APTT,129.4,Coag Panel,sec
EOS,09:45,B-B 21,B-B,PT,19.2,Coag Panel,sec
EOS,09:45,B-B 21,B-B,TT,19.7,Coag Panel,sec
EOS,09:45,B-B 21,B-B,Fib,2.41,Coag Panel,g/L
EOR,09:55,B-B 21,B-B,MAP,59,MAP,mmHg
EOR,09:55,B-B 21,B-B,bpm,249,Heart rate,bpm
EOR,09:55,B-B 21,B-B,RBC,4.34,CBC,M/mL
EOR,09:55,B-B 21,B-B,Hb,9.4,CBC,mg/dL
EOR,09:55,B-B 21,B-B,HCT,28.1,CBC,mmHg
EOR,09:55,B-B 21,B-B,PLT,179,CBC,10^3/uL
EOR,09:55,B-B 21,B-B,WBC,5.1,CBC,10^3/uL
EOR,09:55,B-B 21,B-B,X._Free_Hb,0,% Free Hb,%
EOR,09:55,B-B 21,B-B,LAC,9.9,ABG,mmol/L
EOR,09:55,B-B 21,B-B,pH,7.363,ABG,value
EOR,09:55,B-B 21,B-B,pCO2,36.8,ABG,mmHg
EOR,09:55,B-B 21,B-B,pO2,105,ABG,mmHg
EOR,09:55,B-B 21,B-B,AST,67,CMP,U/L
EOR,09:55,B-B 21,B-B,ALT,66,CMP,U/L
EOR,09:55,B-B 21,B-B,LDH,258,CMP,U/L
EOR,09:55,B-B 21,B-B,CREA,1,CMP,mg/dL
EOR,09:55,B-B 21,B-B,BUN,13.35,CMP,mg/dL
EOR,09:55,B-B 21,B-B,AMY,157,CMP,U/L
EOR,09:55,B-B 21,B-B,TG,135.32,CMP,mg/dL
EOR,09:55,B-B 21,B-B,GLU,296.67,CMP,mg/dL
EOR,09:55,B-B 21,B-B,GGT,4,CMP,U/L
EOR,09:55,B-B 21,B-B,CKHR_time,11.2,TEG 5000,min
EOR,09:55,B-B 21,B-B,CKH_K,1.6,TEG 5000,min
EOR,09:55,B-B 21,B-B,CKH_angle,67.9,TEG 5000,degree
EOR,09:55,B-B 21,B-B,CKH_MA,69,TEG 5000,mm
EOR,09:55,B-B 21,B-B,APTT,131.8,Coag Panel,sec
EOR,09:55,B-B 21,B-B,PT,24.4,Coag Panel,sec
EOR,09:55,B-B 21,B-B,TT,45.5,Coag Panel,sec
EOR,09:55,B-B 21,B-B,Fib,2.99,Coag Panel,g/L
20%,10:55,B-B 21,B-B,MAP,51,MAP,mmHg
20%,10:55,B-B 21,B-B,bpm,270,Heart rate,bpm
20%,10:55,B-B 21,B-B,LAC,3.9,ABG,mmol/L
20%,10:55,B-B 21,B-B,pH,7.439,ABG,value
20%,10:55,B-B 21,B-B,pCO2,37.9,ABG,mmHg
20%,10:55,B-B 21,B-B,pO2,95.7,ABG,mmHg
15%,11:55,B-B 21,B-B,MAP,71,MAP,mmHg
15%,11:55,B-B 21,B-B,bpm,293,Heart rate,bpm
15%,11:55,B-B 21,B-B,LAC,2.9,ABG,mmol/L
15%,11:55,B-B 21,B-B,pH,7.471,ABG,value
15%,11:55,B-B 21,B-B,pCO2,32.5,ABG,mmHg
15%,11:55,B-B 21,B-B,pO2,92.8,ABG,mmHg
10%,12:55,B-B 21,B-B,MAP,68,MAP,mmHg
10%,12:55,B-B 21,B-B,bpm,234,Heart rate,bpm
10%,12:55,B-B 21,B-B,LAC,2.6,ABG,mmol/L
10%,12:55,B-B 21,B-B,pH,7.524,ABG,value
10%,12:55,B-B 21,B-B,pCO2,33.2,ABG,mmHg
10%,12:55,B-B 21,B-B,pO2,90.1,ABG,mmHg
EOB,13:05,B-B 21,B-B,MAP,69,MAP,mmHg
EOB,13:05,B-B 21,B-B,bpm,192,Heart rate,bpm
EOB,13:05,B-B 21,B-B,RBC,4.54,CBC,M/mL
EOB,13:05,B-B 21,B-B,Hb,9.8,CBC,mg/dL
EOB,13:05,B-B 21,B-B,HCT,34.5,CBC,mmHg
EOB,13:05,B-B 21,B-B,PLT,223,CBC,10^3/uL
EOB,13:05,B-B 21,B-B,WBC,5.3,CBC,10^3/uL
EOB,13:05,B-B 21,B-B,X._Free_Hb,0,% Free Hb,%
EOB,13:05,B-B 21,B-B,LAC,3.2,ABG,mmol/L
EOB,13:05,B-B 21,B-B,pH,7.471,ABG,value
EOB,13:05,B-B 21,B-B,pCO2,36.3,ABG,mmHg
EOB,13:05,B-B 21,B-B,pO2,90.5,ABG,mmHg
EOB,13:05,B-B 21,B-B,AST,86,CMP,U/L
EOB,13:05,B-B 21,B-B,ALT,91,CMP,U/L
EOB,13:05,B-B 21,B-B,LDH,306,CMP,U/L
EOB,13:05,B-B 21,B-B,CREA,0.8,CMP,mg/dL
EOB,13:05,B-B 21,B-B,BUN,16.43,CMP,mg/dL
EOB,13:05,B-B 21,B-B,AMY,199,CMP,U/L
EOB,13:05,B-B 21,B-B,TG,181.86,CMP,mg/dL
EOB,13:05,B-B 21,B-B,GLU,166.64,CMP,mg/dL
EOB,13:05,B-B 21,B-B,GGT,6,CMP,U/L
EOB,13:05,B-B 21,B-B,CKHR_time,9.7,TEG 5000,min
EOB,13:05,B-B 21,B-B,APTT,140.3,Coag Panel,sec
EOB,13:05,B-B 21,B-B,PT,17.8,Coag Panel,sec
EOB,13:05,B-B 21,B-B,TT,21.1,Coag Panel,sec
EOB,13:05,B-B 21,B-B,Fib,3.51,Coag Panel,g/L
1HR,14:05,B-B 21,B-B,MAP,68,MAP,mmHg
1HR,14:05,B-B 21,B-B,bpm,249,Heart rate,bpm
1HR,14:05,B-B 21,B-B,RBC,4.52,CBC,M/mL
1HR,14:05,B-B 21,B-B,Hb,9.7,CBC,mg/dL
1HR,14:05,B-B 21,B-B,HCT,22.9,CBC,mmHg
1HR,14:05,B-B 21,B-B,PLT,190,CBC,10^3/uL
1HR,14:05,B-B 21,B-B,WBC,4.8,CBC,10^3/uL
1HR,14:05,B-B 21,B-B,X._Free_Hb,0,% Free Hb,%
1HR,14:05,B-B 21,B-B,LAC,1.9,ABG,mmol/L
1HR,14:05,B-B 21,B-B,pH,7.516,ABG,value
1HR,14:05,B-B 21,B-B,pCO2,36.1,ABG,mmHg
1HR,14:05,B-B 21,B-B,pO2,83.6,ABG,mmHg
1HR,14:05,B-B 21,B-B,AST,79,CMP,U/L
1HR,14:05,B-B 21,B-B,ALT,96,CMP,U/L
1HR,14:05,B-B 21,B-B,LDH,283,CMP,U/L
1HR,14:05,B-B 21,B-B,CREA,0.6,CMP,mg/dL
1HR,14:05,B-B 21,B-B,BUN,15.54,CMP,mg/dL
1HR,14:05,B-B 21,B-B,AMY,200,CMP,U/L
1HR,14:05,B-B 21,B-B,TG,135.8,CMP,mg/dL
1HR,14:05,B-B 21,B-B,GLU,131.42,CMP,mg/dL
1HR,14:05,B-B 21,B-B,GGT,6,CMP,U/L
1HR,14:05,B-B 21,B-B,CKH_K,2.7,TEG 5000,min
1HR,14:05,B-B 21,B-B,CKH_angle,56,TEG 5000,degree
1HR,14:05,B-B 21,B-B,CKH_MA,65.4,TEG 5000,mm
1HR,14:05,B-B 21,B-B,APTT,115.4,Coag Panel,sec
1HR,14:05,B-B 21,B-B,PT,18.4,Coag Panel,sec
1HR,14:05,B-B 21,B-B,TT,22.4,Coag Panel,sec
1HR,14:05,B-B 21,B-B,Fib,5.12,Coag Panel,g/L
24HR,09:55,B-B 21,B-B,MAP,62,MAP,mmHg
24HR,09:55,B-B 21,B-B,bpm,293,Heart rate,bpm
24HR,09:55,B-B 21,B-B,RBC,4.31,CBC,M/mL
24HR,09:55,B-B 21,B-B,Hb,9.3,CBC,mg/dL
24HR,09:55,B-B 21,B-B,HCT,28.1,CBC,mmHg
24HR,09:55,B-B 21,B-B,PLT,275,CBC,10^3/uL
24HR,09:55,B-B 21,B-B,WBC,6.4,CBC,10^3/uL
24HR,09:55,B-B 21,B-B,X._Free_Hb,0,% Free Hb,%
24HR,09:55,B-B 21,B-B,LAC,1,ABG,mmol/L
24HR,09:55,B-B 21,B-B,pH,7.499,ABG,value
24HR,09:55,B-B 21,B-B,pCO2,37.7,ABG,mmHg
24HR,09:55,B-B 21,B-B,pO2,81.5,ABG,mmHg
24HR,09:55,B-B 21,B-B,AST,20,CMP,U/L
24HR,09:55,B-B 21,B-B,ALT,93,CMP,U/L
24HR,09:55,B-B 21,B-B,LDH,59,CMP,U/L
24HR,09:55,B-B 21,B-B,CREA,0.5,CMP,mg/dL
24HR,09:55,B-B 21,B-B,BUN,10.06,CMP,mg/dL
24HR,09:55,B-B 21,B-B,AMY,213,CMP,U/L
24HR,09:55,B-B 21,B-B,TG,315,CMP,mg/dL
24HR,09:55,B-B 21,B-B,GLU,149.99,CMP,mg/dL
24HR,09:55,B-B 21,B-B,GGT,7,CMP,U/L
24HR,09:55,B-B 21,B-B,CKHR_time,16,TEG 5000,min
24HR,09:55,B-B 21,B-B,CKH_K,1.9,TEG 5000,min
24HR,09:55,B-B 21,B-B,CKH_angle,67.2,TEG 5000,degree
24HR,09:55,B-B 21,B-B,CKH_MA,77.1,TEG 5000,mm
24HR,09:55,B-B 21,B-B,APTT,138.6,Coag Panel,sec
24HR,09:55,B-B 21,B-B,PT,12.6,Coag Panel,sec
24HR,09:55,B-B 21,B-B,TT,22.4,Coag Panel,sec
24HR,09:55,B-B 21,B-B,Fib,4.74,Coag Panel,g/L
Baseline,06:40,B-B 22,B-B,MAP,75,MAP,mmHg
Baseline,06:40,B-B 22,B-B,bpm,243,Heart rate,bpm
Baseline,06:40,B-B 22,B-B,RBC,6.11,CBC,M/mL
Baseline,06:40,B-B 22,B-B,Hb,12.6,CBC,mg/dL
Baseline,06:40,B-B 22,B-B,HCT,38.5,CBC,mmHg
Baseline,06:40,B-B 22,B-B,PLT,261,CBC,10^3/uL
Baseline,06:40,B-B 22,B-B,WBC,3.1,CBC,10^3/uL
Baseline,06:40,B-B 22,B-B,LAC,1,ABG,mmol/L
Baseline,06:40,B-B 22,B-B,pH,7.483,ABG,value
Baseline,06:40,B-B 22,B-B,pCO2,37.5,ABG,mmHg
Baseline,06:40,B-B 22,B-B,pO2,84.3,ABG,mmHg
Baseline,06:40,B-B 22,B-B,AST,22,CMP,U/L
Baseline,06:40,B-B 22,B-B,ALT,48,CMP,U/L
Baseline,06:40,B-B 22,B-B,LDH,115,CMP,U/L
Baseline,06:40,B-B 22,B-B,CREA,0.7,CMP,mg/dL
Baseline,06:40,B-B 22,B-B,BUN,12.11,CMP,mg/dL
Baseline,06:40,B-B 22,B-B,AMY,314,CMP,U/L
Baseline,06:40,B-B 22,B-B,TG,152.02,CMP,mg/dL
Baseline,06:40,B-B 22,B-B,GLU,175.17,CMP,mg/dL
Baseline,06:40,B-B 22,B-B,GGT,8,CMP,U/L
Baseline,06:40,B-B 22,B-B,CKHR_time,4.1,TEG 5000,min
Baseline,06:40,B-B 22,B-B,CKH_K,0.9,TEG 5000,min
Baseline,06:40,B-B 22,B-B,CKH_angle,75.5,TEG 5000,degree
Baseline,06:40,B-B 22,B-B,CKH_MA,68.8,TEG 5000,mm
Baseline,06:40,B-B 22,B-B,APTT,140.9,Coag Panel,sec
Baseline,06:40,B-B 22,B-B,PT,17,Coag Panel,sec
Baseline,06:40,B-B 22,B-B,TT,19.8,Coag Panel,sec
Baseline,06:40,B-B 22,B-B,Fib,1.22,Coag Panel,g/L
EOS,09:36,B-B 22,B-B,MAP,52,MAP,mmHg
EOS,09:36,B-B 22,B-B,bpm,290,Heart rate,bpm
EOS,09:36,B-B 22,B-B,RBC,3.76,CBC,M/mL
EOS,09:36,B-B 22,B-B,Hb,8.1,CBC,mg/dL
EOS,09:36,B-B 22,B-B,HCT,23.4,CBC,mmHg
EOS,09:36,B-B 22,B-B,PLT,212,CBC,10^3/uL
EOS,09:36,B-B 22,B-B,WBC,7.1,CBC,10^3/uL
EOS,09:36,B-B 22,B-B,LAC,17,ABG,mmol/L
EOS,09:36,B-B 22,B-B,pH,7.291,ABG,value
EOS,09:36,B-B 22,B-B,pCO2,36.3,ABG,mmHg
EOS,09:36,B-B 22,B-B,pO2,71,ABG,mmHg
EOS,09:36,B-B 22,B-B,AST,45,CMP,U/L
EOS,09:36,B-B 22,B-B,ALT,52,CMP,U/L
EOS,09:36,B-B 22,B-B,LDH,177,CMP,U/L
EOS,09:36,B-B 22,B-B,CREA,1.1,CMP,mg/dL
EOS,09:36,B-B 22,B-B,BUN,17.21,CMP,mg/dL
EOS,09:36,B-B 22,B-B,AMY,287,CMP,U/L
EOS,09:36,B-B 22,B-B,TG,133.88,CMP,mg/dL
EOS,09:36,B-B 22,B-B,GLU,383.38,CMP,mg/dL
EOS,09:36,B-B 22,B-B,GGT,2,CMP,U/L
EOS,09:36,B-B 22,B-B,CKHR_time,7,TEG 5000,min
EOS,09:36,B-B 22,B-B,CKH_K,2,TEG 5000,min
EOS,09:36,B-B 22,B-B,CKH_angle,63.4,TEG 5000,degree
EOS,09:36,B-B 22,B-B,CKH_MA,67.4,TEG 5000,mm
EOS,09:36,B-B 22,B-B,APTT,141.9,Coag Panel,sec
EOS,09:36,B-B 22,B-B,PT,13.4,Coag Panel,sec
EOS,09:36,B-B 22,B-B,TT,81.5,Coag Panel,sec
EOS,09:36,B-B 22,B-B,Fib,4.22,Coag Panel,g/L
EOR,09:46,B-B 22,B-B,MAP,70,MAP,mmHg
EOR,09:46,B-B 22,B-B,bpm,233,Heart rate,bpm
EOR,09:46,B-B 22,B-B,RBC,4.92,CBC,M/mL
EOR,09:46,B-B 22,B-B,Hb,10.6,CBC,mg/dL
EOR,09:46,B-B 22,B-B,HCT,30.9,CBC,mmHg
EOR,09:46,B-B 22,B-B,PLT,193,CBC,10^3/uL
EOR,09:46,B-B 22,B-B,WBC,6.6,CBC,10^3/uL
EOR,09:46,B-B 22,B-B,LAC,16,ABG,mmol/L
EOR,09:46,B-B 22,B-B,pH,7.28,ABG,value
EOR,09:46,B-B 22,B-B,pCO2,35.9,ABG,mmHg
EOR,09:46,B-B 22,B-B,pO2,111,ABG,mmHg
EOR,09:46,B-B 22,B-B,AST,42,CMP,U/L
EOR,09:46,B-B 22,B-B,ALT,55,CMP,U/L
EOR,09:46,B-B 22,B-B,LDH,148,CMP,U/L
EOR,09:46,B-B 22,B-B,CREA,1,CMP,mg/dL
EOR,09:46,B-B 22,B-B,BUN,16.42,CMP,mg/dL
EOR,09:46,B-B 22,B-B,AMY,315,CMP,U/L
EOR,09:46,B-B 22,B-B,TG,159.1,CMP,mg/dL
EOR,09:46,B-B 22,B-B,GLU,382.49,CMP,mg/dL
EOR,09:46,B-B 22,B-B,GGT,4,CMP,U/L
EOR,09:46,B-B 22,B-B,CKHR_time,8.2,TEG 5000,min
EOR,09:46,B-B 22,B-B,CKH_K,1.8,TEG 5000,min
EOR,09:46,B-B 22,B-B,CKH_angle,64.9,TEG 5000,degree
EOR,09:46,B-B 22,B-B,CKH_MA,70.8,TEG 5000,mm
EOR,09:46,B-B 22,B-B,APTT,139.6,Coag Panel,sec
EOR,09:46,B-B 22,B-B,PT,15.1,Coag Panel,sec
EOR,09:46,B-B 22,B-B,Fib,4.81,Coag Panel,g/L
20%,10:46,B-B 22,B-B,MAP,54,MAP,mmHg
20%,10:46,B-B 22,B-B,bpm,254,Heart rate,bpm
20%,10:46,B-B 22,B-B,LAC,7.4,ABG,mmol/L
20%,10:46,B-B 22,B-B,pH,7.5,ABG,value
20%,10:46,B-B 22,B-B,pCO2,38.2,ABG,mmHg
20%,10:46,B-B 22,B-B,pO2,99.8,ABG,mmHg
15%,11:46,B-B 22,B-B,MAP,65,MAP,mmHg
15%,11:46,B-B 22,B-B,bpm,271,Heart rate,bpm
15%,11:46,B-B 22,B-B,LAC,3.3,ABG,mmol/L
15%,11:46,B-B 22,B-B,pH,7.511,ABG,value
15%,11:46,B-B 22,B-B,pCO2,29,ABG,mmHg
15%,11:46,B-B 22,B-B,pO2,111,ABG,mmHg
10%,12:46,B-B 22,B-B,MAP,62,MAP,mmHg
10%,12:46,B-B 22,B-B,bpm,280,Heart rate,bpm
10%,12:46,B-B 22,B-B,LAC,1.6,ABG,mmol/L
10%,12:46,B-B 22,B-B,pH,7.5,ABG,value
10%,12:46,B-B 22,B-B,pCO2,26,ABG,mmHg
10%,12:46,B-B 22,B-B,pO2,93.1,ABG,mmHg
EOB,12:56,B-B 22,B-B,MAP,59,MAP,mmHg
EOB,12:56,B-B 22,B-B,bpm,288,Heart rate,bpm
EOB,12:56,B-B 22,B-B,RBC,4.6,CBC,M/mL
EOB,12:56,B-B 22,B-B,Hb,9.9,CBC,mg/dL
EOB,12:56,B-B 22,B-B,HCT,28.8,CBC,mmHg
EOB,12:56,B-B 22,B-B,PLT,178,CBC,10^3/uL
EOB,12:56,B-B 22,B-B,WBC,5.4,CBC,10^3/uL
EOB,12:56,B-B 22,B-B,LAC,3.7,ABG,mmol/L
EOB,12:56,B-B 22,B-B,pH,7.48,ABG,value
EOB,12:56,B-B 22,B-B,pCO2,33.4,ABG,mmHg
EOB,12:56,B-B 22,B-B,pO2,89.8,ABG,mmHg
EOB,12:56,B-B 22,B-B,AST,68,CMP,U/L
EOB,12:56,B-B 22,B-B,ALT,66,CMP,U/L
EOB,12:56,B-B 22,B-B,LDH,243,CMP,U/L
EOB,12:56,B-B 22,B-B,CREA,0.7,CMP,mg/dL
EOB,12:56,B-B 22,B-B,BUN,16.83,CMP,mg/dL
EOB,12:56,B-B 22,B-B,AMY,299,CMP,U/L
EOB,12:56,B-B 22,B-B,TG,237.76,CMP,mg/dL
EOB,12:56,B-B 22,B-B,GLU,143.8,CMP,mg/dL
EOB,12:56,B-B 22,B-B,GGT,5,CMP,U/L
EOB,12:56,B-B 22,B-B,APTT,131.4,Coag Panel,sec
EOB,12:56,B-B 22,B-B,PT,16.8,Coag Panel,sec
EOB,12:56,B-B 22,B-B,Fib,6.38,Coag Panel,g/L
1HR,13:56,B-B 22,B-B,MAP,70,MAP,mmHg
1HR,13:56,B-B 22,B-B,bpm,246,Heart rate,bpm
1HR,13:56,B-B 22,B-B,RBC,4.31,CBC,M/mL
1HR,13:56,B-B 22,B-B,Hb,7.2,CBC,mg/dL
1HR,13:56,B-B 22,B-B,HCT,26.7,CBC,mmHg
1HR,13:56,B-B 22,B-B,PLT,151,CBC,10^3/uL
1HR,13:56,B-B 22,B-B,WBC,5.3,CBC,10^3/uL
1HR,13:56,B-B 22,B-B,LAC,2.7,ABG,mmol/L
1HR,13:56,B-B 22,B-B,pH,7.441,ABG,value
1HR,13:56,B-B 22,B-B,pCO2,37,ABG,mmHg
1HR,13:56,B-B 22,B-B,pO2,68.8,ABG,mmHg
1HR,13:56,B-B 22,B-B,AST,87,CMP,U/L
1HR,13:56,B-B 22,B-B,ALT,76,CMP,U/L
1HR,13:56,B-B 22,B-B,LDH,281,CMP,U/L
1HR,13:56,B-B 22,B-B,CREA,0.8,CMP,mg/dL
1HR,13:56,B-B 22,B-B,BUN,18.1,CMP,mg/dL
1HR,13:56,B-B 22,B-B,AMY,308,CMP,U/L
1HR,13:56,B-B 22,B-B,TG,236.61,CMP,mg/dL
1HR,13:56,B-B 22,B-B,GLU,139.47,CMP,mg/dL
1HR,13:56,B-B 22,B-B,GGT,5,CMP,U/L
1HR,13:56,B-B 22,B-B,CKHR_time,8.5,TEG 5000,min
1HR,13:56,B-B 22,B-B,CKH_K,2.5,TEG 5000,min
1HR,13:56,B-B 22,B-B,CKH_angle,57.7,TEG 5000,degree
1HR,13:56,B-B 22,B-B,CKH_MA,73.4,TEG 5000,mm
1HR,13:56,B-B 22,B-B,APTT,92.4,Coag Panel,sec
1HR,13:56,B-B 22,B-B,PT,17.4,Coag Panel,sec
1HR,13:56,B-B 22,B-B,TT,13.8,Coag Panel,sec
1HR,13:56,B-B 22,B-B,Fib,3.24,Coag Panel,g/L
24HR,10:46,B-B 22,B-B,MAP,62,MAP,mmHg
24HR,10:46,B-B 22,B-B,bpm,245,Heart rate,bpm
24HR,10:46,B-B 22,B-B,RBC,5.11,CBC,M/mL
24HR,10:46,B-B 22,B-B,Hb,10.6,CBC,mg/dL
24HR,10:46,B-B 22,B-B,HCT,32.1,CBC,mmHg
24HR,10:46,B-B 22,B-B,PLT,253,CBC,10^3/uL
24HR,10:46,B-B 22,B-B,WBC,8.2,CBC,10^3/uL
24HR,10:46,B-B 22,B-B,LAC,5.1,ABG,mmol/L
24HR,10:46,B-B 22,B-B,pH,7.382,ABG,value
24HR,10:46,B-B 22,B-B,pCO2,49.3,ABG,mmHg
24HR,10:46,B-B 22,B-B,pO2,24.1,ABG,mmHg
24HR,10:46,B-B 22,B-B,AST,83,CMP,U/L
24HR,10:46,B-B 22,B-B,ALT,121,CMP,U/L
24HR,10:46,B-B 22,B-B,LDH,73,CMP,U/L
24HR,10:46,B-B 22,B-B,CREA,0.6,CMP,mg/dL
24HR,10:46,B-B 22,B-B,BUN,10.61,CMP,mg/dL
24HR,10:46,B-B 22,B-B,AMY,477,CMP,U/L
24HR,10:46,B-B 22,B-B,TG,324.13,CMP,mg/dL
24HR,10:46,B-B 22,B-B,GLU,158.04,CMP,mg/dL
24HR,10:46,B-B 22,B-B,GGT,2,CMP,U/L
24HR,10:46,B-B 22,B-B,CKHR_time,6.3,TEG 5000,min
24HR,10:46,B-B 22,B-B,CKH_K,1.5,TEG 5000,min
24HR,10:46,B-B 22,B-B,CKH_angle,70.8,TEG 5000,degree
24HR,10:46,B-B 22,B-B,CKH_MA,76.6,TEG 5000,mm
24HR,10:46,B-B 22,B-B,APTT,89.3,Coag Panel,sec
24HR,10:46,B-B 22,B-B,PT,14.1,Coag Panel,sec
24HR,10:46,B-B 22,B-B,TT,26.9,Coag Panel,sec
24HR,10:46,B-B 22,B-B,Fib,5.91,Coag Panel,g/L
Baseline,06:00,B-B 23,B-B,MAP,96,MAP,mmHg
Baseline,06:00,B-B 23,B-B,bpm,235,Heart rate,bpm
Baseline,06:00,B-B 23,B-B,RBC,7.05,CBC,M/mL
Baseline,06:00,B-B 23,B-B,Hb,13.5,CBC,mg/dL
Baseline,06:00,B-B 23,B-B,HCT,42.4,CBC,mmHg
Baseline,06:00,B-B 23,B-B,PLT,236,CBC,10^3/uL
Baseline,06:00,B-B 23,B-B,WBC,4.2,CBC,10^3/uL
Baseline,06:00,B-B 23,B-B,X._Free_Hb,0,% Free Hb,%
Baseline,06:00,B-B 23,B-B,LAC,1.2,ABG,mmol/L
Baseline,06:00,B-B 23,B-B,pH,7.47,ABG,value
Baseline,06:00,B-B 23,B-B,pCO2,38.4,ABG,mmHg
Baseline,06:00,B-B 23,B-B,pO2,77.5,ABG,mmHg
Baseline,06:00,B-B 23,B-B,AST,13,CMP,U/L
Baseline,06:00,B-B 23,B-B,ALT,60,CMP,U/L
Baseline,06:00,B-B 23,B-B,LDH,120,CMP,U/L
Baseline,06:00,B-B 23,B-B,CREA,0.7,CMP,mg/dL
Baseline,06:00,B-B 23,B-B,BUN,10.99,CMP,mg/dL
Baseline,06:00,B-B 23,B-B,AMY,207,CMP,U/L
Baseline,06:00,B-B 23,B-B,TG,75.16,CMP,mg/dL
Baseline,06:00,B-B 23,B-B,GLU,182.36,CMP,mg/dL
Baseline,06:00,B-B 23,B-B,GGT,9,CMP,U/L
Baseline,06:00,B-B 23,B-B,CKHR_time,8.1,TEG 5000,min
Baseline,06:00,B-B 23,B-B,CKH_K,0.8,TEG 5000,min
Baseline,06:00,B-B 23,B-B,CKH_angle,43.1,TEG 5000,degree
Baseline,06:00,B-B 23,B-B,CKH_MA,64.6,TEG 5000,mm
Baseline,06:00,B-B 23,B-B,APTT,122.1,Coag Panel,sec
Baseline,06:00,B-B 23,B-B,PT,19.8,Coag Panel,sec
Baseline,06:00,B-B 23,B-B,TT,19.8,Coag Panel,sec
Baseline,06:00,B-B 23,B-B,Fib,1.29,Coag Panel,g/L
EOS,09:27,B-B 23,B-B,MAP,58,MAP,mmHg
EOS,09:27,B-B 23,B-B,bpm,288,Heart rate,bpm
EOS,09:27,B-B 23,B-B,RBC,4.38,CBC,M/mL
EOS,09:27,B-B 23,B-B,Hb,8.6,CBC,mg/dL
EOS,09:27,B-B 23,B-B,HCT,25.9,CBC,mmHg
EOS,09:27,B-B 23,B-B,PLT,182,CBC,10^3/uL
EOS,09:27,B-B 23,B-B,WBC,4.1,CBC,10^3/uL
EOS,09:27,B-B 23,B-B,X._Free_Hb,0,% Free Hb,%
EOS,09:27,B-B 23,B-B,LAC,10.8,ABG,mmol/L
EOS,09:27,B-B 23,B-B,pH,7.455,ABG,value
EOS,09:27,B-B 23,B-B,pCO2,29.2,ABG,mmHg
EOS,09:27,B-B 23,B-B,pO2,103,ABG,mmHg
EOS,09:27,B-B 23,B-B,AST,93,CMP,U/L
EOS,09:27,B-B 23,B-B,ALT,97,CMP,U/L
EOS,09:27,B-B 23,B-B,LDH,108,CMP,U/L
EOS,09:27,B-B 23,B-B,CREA,0.9,CMP,mg/dL
EOS,09:27,B-B 23,B-B,BUN,19.9,CMP,mg/dL
EOS,09:27,B-B 23,B-B,AMY,150,CMP,U/L
EOS,09:27,B-B 23,B-B,TG,110.35,CMP,mg/dL
EOS,09:27,B-B 23,B-B,GLU,352.66,CMP,mg/dL
EOS,09:27,B-B 23,B-B,GGT,6,CMP,U/L
EOS,09:27,B-B 23,B-B,CKHR_time,15.8,TEG 5000,min
EOS,09:27,B-B 23,B-B,CKH_K,2.7,TEG 5000,min
EOS,09:27,B-B 23,B-B,CKH_angle,56.6,TEG 5000,degree
EOS,09:27,B-B 23,B-B,CKH_MA,66.6,TEG 5000,mm
EOS,09:27,B-B 23,B-B,APTT,112.3,Coag Panel,sec
EOS,09:27,B-B 23,B-B,PT,17,Coag Panel,sec
EOS,09:27,B-B 23,B-B,TT,18.5,Coag Panel,sec
EOS,09:27,B-B 23,B-B,Fib,2.79,Coag Panel,g/L
EOR,09:37,B-B 23,B-B,MAP,61,MAP,mmHg
EOR,09:37,B-B 23,B-B,bpm,283,Heart rate,bpm
EOR,09:37,B-B 23,B-B,RBC,5.41,CBC,M/mL
EOR,09:37,B-B 23,B-B,Hb,11,CBC,mg/dL
EOR,09:37,B-B 23,B-B,HCT,32,CBC,mmHg
EOR,09:37,B-B 23,B-B,PLT,163,CBC,10^3/uL
